candidate_id	candidate_kind	source_term	source_expansion	chapter_slug	source_context	proposed_lt	status	scope	candidate_origin	reason	banned_lt	source_ref	notes
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-unfe	acronym	UNFE-		008-clinical-considerations-in-relation-to-diversity-and-equality	| 14. | Office of the United Nations High Commissioner for Human Rights. 2016. “Free & Equal Campaign Fact Sheet: Intersex. Available from: https://www.unfe.org/wp-content/uploads/2017/05/UNFE-Intersex.pdf |		not_acronym	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			URL slug fragmentas; ne akronimų bazės vienetas.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-x0	acronym	X0		008-clinical-considerations-in-relation-to-diversity-and-equality	- Due to the complexity of the various conditions that may be considered intersex (e.g. Klinefelter syndrome, Turners syndrome, XXX, XYY, X0, XXYY to name only a few), the clinician may need to ask their patient about how the condition affects them and if they have any particular treatment requirements.		not_acronym	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			Kariotipinė žyma, ne akronimų bazės vienetas.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-xxx	acronym	XXX		008-clinical-considerations-in-relation-to-diversity-and-equality	- Due to the complexity of the various conditions that may be considered intersex (e.g. Klinefelter syndrome, Turners syndrome, XXX, XYY, X0, XXYY to name only a few), the clinician may need to ask their patient about how the condition affects them and if they have any particular treatment requirements.		not_acronym	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			Kariotipinė žyma, ne akronimų bazės vienetas.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-xxyy	acronym	XXYY		008-clinical-considerations-in-relation-to-diversity-and-equality	- Due to the complexity of the various conditions that may be considered intersex (e.g. Klinefelter syndrome, Turners syndrome, XXX, XYY, X0, XXYY to name only a few), the clinician may need to ask their patient about how the condition affects them and if they have any particular treatment requirements.		not_acronym	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			Kariotipinė žyma, ne akronimų bazės vienetas.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-xyy	acronym	XYY		008-clinical-considerations-in-relation-to-diversity-and-equality	- Due to the complexity of the various conditions that may be considered intersex (e.g. Klinefelter syndrome, Turners syndrome, XXX, XYY, X0, XXYY to name only a few), the clinician may need to ask their patient about how the condition affects them and if they have any particular treatment requirements.		not_acronym	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			Kariotipinė žyma, ne akronimų bazės vienetas.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-assessment-and-management	term	Assessment and Management		008-clinical-considerations-in-relation-to-diversity-and-equality	| Assessment and Management | Assess for any physical or physiological concerns (self-harm, suicide attempt, hypoxia secondary to binding, infection from surgery) and refer to the Mental Health team if necessary. If there are no life-threatening concerns you should Refer the patient to their GP for consideration of referral to a Gender Dysphoria clinic (GDC) where an assessment by a specialist team can be undertaken. |	vertinimas ir valdymas	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Lentelės stulpelio antraštė; į shared terminų bazę nepromuoti.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-assigned-female-at-birth	term	Assigned female at birth		008-clinical-considerations-in-relation-to-diversity-and-equality	| Assigned female at birth (AFAB) | Someone who was assigned female sex and gender at birth |	asmuo, kuriam gimimo metu priskirta moteriškoji lytis	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.		https://sam.lrv.lt/public/canonical/1748517903/27755/Dalijamoji%20med%C5%BEiaga_Sveiki-atmintine.pdf	Jautri tapatybės sąvoka; vartoti tik lokaliai šiame skyriuje.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-assigned-male-at-birth	term	Assigned male at birth		008-clinical-considerations-in-relation-to-diversity-and-equality	| Assigned male at birth (AMAB) | Someone who was assigned male sex and gender identity at birth |	asmuo, kuriam gimimo metu priskirta vyriškoji lytis	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.		https://sam.lrv.lt/public/canonical/1748517903/27755/Dalijamoji%20med%C5%BEiaga_Sveiki-atmintine.pdf	Jautri tapatybės sąvoka; vartoti tik lokaliai šiame skyriuje.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-autism	term	autism		008-clinical-considerations-in-relation-to-diversity-and-equality	- For more information on learning disability and autism take a look at the Oliver McGowan Training on Learning Disability and Autism for healthcare staff.	autizmas	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.		https://lsmu.lt/cris/entities/publication/9cd0a6b2-9bef-4bf8-88ed-d84b331a0a9f	Patvirtinta LT akademinėje vartosenoje; šiame žingsnyje nepromuojama į shared.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-chosen-name	term	chosen name		008-clinical-considerations-in-relation-to-diversity-and-equality	- Clinicians should use and record the patient’s chosen name, especially when handing over care of the patient to other health care professionals so as to ensure the correct name is used for the patient further down the chain of care. Clinicians should ask patients what pronouns they use in much the same way we ask what patients would like to be called. This could be especially important for certain groups of people, for example people with gender dysphoria.	pasirinktas vardas	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.		https://sam.lrv.lt/public/canonical/1748517903/27755/Dalijamoji%20med%C5%BEiaga_Sveiki-atmintine.pdf	Pagarbaus bendravimo ir dokumentavimo terminas; šiam skyriui paliekamas lokalus wording.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-cognitive-bias	term	cognitive bias		008-clinical-considerations-in-relation-to-diversity-and-equality	2.2 Health Inequality and Cognitive Bias	kognityvinis šališkumas	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.			Šio skyriaus klinikinės komunikacijos terminas; kol kas nepromuojamas į shared.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-contusions	term	contusions		008-clinical-considerations-in-relation-to-diversity-and-equality	- Contusions may only be seen as an area of skin that is darker than its surroundings. They could alternatively be a purple/maroon or green/yellow colour.	kontūzijos	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.			Klinikinėje odoje apžiūros vietoje vartojamas medicininis terminas; šiam skyriui paliekamas lokalus sprendimas.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-disorders-of-sex-development	term	disorders of sex development		008-clinical-considerations-in-relation-to-diversity-and-equality	8.4 Disorders of Sex Development	lyties raidos sutrikimai	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.			Sudėtingas ir jautrus terminas; šiame skyriuje vartojamas lokaliai, nepromuojamas į shared.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-diversity-and-equality	term	diversity and equality		008-clinical-considerations-in-relation-to-diversity-and-equality	# Chapter 8 Clinical Considerations in Relation to Diversity and Equality	įvairovė ir lygios galimybės	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.			Skyriaus pavadinimo wording vienetas; į shared terminų bazę nepromuoti.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-equality-act-2010	term	Equality Act 2010		008-clinical-considerations-in-relation-to-diversity-and-equality	2.1 Equality Act 2010		original_context_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.			JK teisės akto proper noun; LT tekste palikti tik originalo kontekste.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-erythema	term	erythema		008-clinical-considerations-in-relation-to-diversity-and-equality	- If erythema is identified, it may be pink, purple or red, or the skin may become darker than the surrounding area.	eritema	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.		https://lsmu.lt/cris/bitstream/20.500.12512/104582/1/BMD_Simona_Jakstaite..pdf	Medicininis odos pokyčio terminas; šiame skyriuje paliekamas lokalus sprendimas.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-ethnicity	term	ethnicity		008-clinical-considerations-in-relation-to-diversity-and-equality	3. Ethnicity and Race	etniškumas	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.			Šio skyriaus socialinio ir kultūrinio konteksto terminas.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-gender-confirmation-surgery	term	Gender confirmation surgery		008-clinical-considerations-in-relation-to-diversity-and-equality	| Gender confirmation surgery | Surgical interventions and procedures which alter the patient’s body to better reflect their gender identity |	lyties patvirtinimo chirurgija	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.		https://sam.lrv.lt/public/canonical/1748517903/27755/Dalijamoji%20med%C5%BEiaga_Sveiki-atmintine.pdf	Jautrus terminas; vartoti lokaliai šiame skyriuje, nepromuoti į shared.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-gender-dysphoria	term	gender dysphoria		008-clinical-considerations-in-relation-to-diversity-and-equality	- Clinicians should use and record the patient’s chosen name, especially when handing over care of the patient to other health care professionals so as to ensure the correct name is used for the patient further down the chain of care. Clinicians should ask patients what pronouns they use in much the same way we ask what patients would like to be called. This could be especially important for certain groups of people, for example people with gender dysphoria.	lyties disforija	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.		https://sam.lrv.lt/uploads/sam/documents/files/%21%21%E2%99%A52023%20SM3%28SAM%20Internetas%29.pdf	Patikrinta LT medicinos šaltiniuose; šiame žingsnyje paliekama lokaliai dėl jautraus konteksto.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-health-inequalities	term	health inequalities		008-clinical-considerations-in-relation-to-diversity-and-equality	- There are strong correlations between some of the protected characteristics and health inequalities with certain groups.	sveikatos netolygumai	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.			Viešosios sveikatos ir prieigos prie priežiūros terminas; šio skyriaus lokalizacijos wording.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-learning-difficulty	term	learning difficulty		008-clinical-considerations-in-relation-to-diversity-and-equality	- A learning disability is different from a learning difficulty, as a learning difficulty does not affect general intellect. Examples of learning difficulties include attention deficit-hyperactivity disorder (ADHD) and dyslexia.	mokymosi sutrikimas	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.		https://e-seimas.lrs.lt/rs/lasupplement/TAP/9a60cf604eac11ec86bdcb0a6d573b32/1947f66eede1b9025ff9959d525358b8/format/ISO_PDF/	Nesutapatinti su `learning disability`; šiame skyriuje laikomas lokalizacijos sprendimu.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-learning-disability	term	learning disability		008-clinical-considerations-in-relation-to-diversity-and-equality	5.1 Learning Disability	intelekto negalia	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.		https://e-seimas.lrs.lt/rs/lasupplement/TAP/5baf50502fca11efb121d2fe3a0eff27/952d0869338811efb121d2fe3a0eff27/format/ISO_PDF/	LT kontekste vartoti kaip `intelekto negalia`; į shared kol kas nepromuoti dėl JK/LT sąvokų nevienodo lauko.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-neurodivergent	term	neurodivergent		008-clinical-considerations-in-relation-to-diversity-and-equality	- When referring to disability it encompasses temporary and permanent, visible and non-visible conditions and impairments, physical and psychological, mental health conditions and neurodivergent conditions. It is accepted that disability is different for everyone and can result in varying levels of disruption to daily life. Not everyone will be comfortable with the term disability or impairment (or other disability related terminology) being used to refer to a particular condition, and some conditions may be labelled as ‘differences’. The term disability is used, however it is recognised and accepted that there are different positions, perspectives and views on this terminology and (we) wish to acknowledge this.	asmuo, kurio neurologinė raida ar funkcionavimas skiriasi nuo daugumos	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.		https://lsmu.lt/wp-content/uploads/2025-avevita-16.pdf	LT vartosena nėra iki galo nusistovėjusi; naudoti aprašomąją formą, nepromuoti į shared.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-neurodiversity	term	neurodiversity		008-clinical-considerations-in-relation-to-diversity-and-equality	- Neurodiversity: this term means that some people’s brains work in a way that is unique to them. The general population is neurodiverse, with a wide range of variation in how people’s brains work.	neuroįvairovė	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.		https://lsmu.lt/wp-content/uploads/2025-avevita-16.pdf	Terminas matomas LT akademinėje vartosenoje; šiame skyriuje paliekamas lokalus.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-neurotypical	term	neurotypical		008-clinical-considerations-in-relation-to-diversity-and-equality	- Neurotypical: this is a term used to broadly describe how the majority of people’s brains work.	neurotipiškas	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.		https://lsmu.lt/cris/entities/etd/a9b66928-18eb-414c-8268-c7fcc95d8b77	LT vartosena matoma akademinėje erdvėje; šio skyriaus terminas, nepromuojamas į shared.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-non-binary	term	non-binary		008-clinical-considerations-in-relation-to-diversity-and-equality	- It is acknowledged that these terms do not reflect the diverse range of patients that you may see with such conditions including those who identify as non-binary or transgender.	nebinarinės tapatybės asmuo	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.		https://sam.lrv.lt/public/canonical/1748517903/27755/Dalijamoji%20med%C5%BEiaga_Sveiki-atmintine.pdf	Jautri tapatybės sąvoka; naudoti lokaliai šiame skyriuje.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-peripheral-cyanosis	term	peripheral cyanosis		008-clinical-considerations-in-relation-to-diversity-and-equality	- Peripheral cyanosis may be difficult to detect. Use natural light (or non-fluorescent light to avoid a blue tinge) and examine the lips, mucous membranes and tongue for central cyanosis.	periferinė cianozė	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.		https://lsmu.lt/cris/bitstream/20.500.12512/106194/2/ISBN9789955860051.pdf	Medicininis klinikinis terminas; šiame skyriuje paliekamas lokalus.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-person-centred-language	term	person centred language		008-clinical-considerations-in-relation-to-diversity-and-equality	10.2 Person Centred Language	į asmenį orientuota kalba	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.			Komunikacijos principo terminas; lokaliai šiame skyriuje.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-person-with-a-visual-impairment	term	Person with a visual impairment		008-clinical-considerations-in-relation-to-diversity-and-equality	| Person with a visual impairment | Blind |	asmuo, turintis regos sutrikimą	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Pagarbaus bendravimo wording; lokaliai šiame skyriuje.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-person-with-restricted-growth	term	Person with restricted growth		008-clinical-considerations-in-relation-to-diversity-and-equality	| Person with restricted growth | Dwarf, Midget |	asmuo, turintis žemo ūgio būklę	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Pagarbaus bendravimo wording; lokaliai šiame skyriuje.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-pronouns	term	pronouns		008-clinical-considerations-in-relation-to-diversity-and-equality	- Clinicians should use and record the patient’s chosen name, especially when handing over care of the patient to other health care professionals so as to ensure the correct name is used for the patient further down the chain of care. Clinicians should ask patients what pronouns they use in much the same way we ask what patients would like to be called. This could be especially important for certain groups of people, for example people with gender dysphoria.	įvardžiai	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.		https://sam.lrv.lt/public/canonical/1748517903/27755/Dalijamoji%20med%C5%BEiaga_Sveiki-atmintine.pdf	Pagarbaus bendravimo terminas; naudoti lokaliai šiame skyriuje.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-protected-characteristics	term	protected characteristics		008-clinical-considerations-in-relation-to-diversity-and-equality	- The Equality Act 2010 sets out nine protected characteristics of individuals and places a requirement on those providing services to them to do so without discrimination and to make reasonable adaptions where required to provide equal access to those services.	saugomos asmens savybės	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.			JK teisės akto konteksto terminas; LT tekste vartojamas tik paaiškinamai.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-risk-factors	term	Risk factors		008-clinical-considerations-in-relation-to-diversity-and-equality	| Risk factors | Isolation or rejection from family or friends based on their identity. Those with known GD or who are in the process of being diagnosed are at higher risk of mental health problems. Barriers to accessing healthcare. Bullying and harassment. Victimisation and hate crimes. |	rizikos veiksniai	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Lentelės antraštės wording vienetas; į shared nepromuoti.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-sexual-orientation	term	sexual orientation		008-clinical-considerations-in-relation-to-diversity-and-equality	- sexual orientation	seksualinė orientacija	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.		https://sam.lrv.lt/public/canonical/1748517903/27755/Dalijamoji%20med%C5%BEiaga_Sveiki-atmintine.pdf	Patvirtinta LT sveikatos sistemos komunikacijos šaltiniuose; lokaliai šiame skyriuje.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-signs-and-symptoms	term	Signs and symptoms		008-clinical-considerations-in-relation-to-diversity-and-equality	| Signs and symptoms | Children A diagnosis of gender dysphoria in childhood is rare. Adolescent and Adult If feelings of gender dysphoria began in childhood, by now there may be a much clearer sense of a gender identity and how to deal with it. Certain that their gender identity conflicts with their biological sex. Comfortable only when in the gender role of your preferred gender identity (may include non-binary). A strong desire to hide or be rid of physical signs of your biological sex, such as breasts or facial hair. Having or suppressing these feelings affects their emotional and psychological wellbeing. |	požymiai ir simptomai	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Lentelės antraštės wording vienetas; į shared nepromuoti.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-skin-tone	term	skin tone		008-clinical-considerations-in-relation-to-diversity-and-equality	- Skin tone refers to the individual combination of pigmentation in a person’s skin, whilst skin colour can change when a person is unwell.	odos tonas	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.			Šio skyriaus dermatologinio vertinimo terminas.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-transgender	term	transgender		008-clinical-considerations-in-relation-to-diversity-and-equality	- It is acknowledged that these terms do not reflect the diverse range of patients that you may see with such conditions including those who identify as non-binary or transgender.	translytis asmuo	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.		https://sam.lrv.lt/public/canonical/1748517903/27755/Dalijamoji%20med%C5%BEiaga_Sveiki-atmintine.pdf	Jautri tapatybės sąvoka; naudoti lokaliai šiame skyriuje.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-transitioning	term	transitioning		008-clinical-considerations-in-relation-to-diversity-and-equality	8.2 Transitioning	tranzicija	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.		https://sam.lrv.lt/public/canonical/1748517903/27755/Dalijamoji%20med%C5%BEiaga_Sveiki-atmintine.pdf	Jautrios tapatybės temos terminas; naudoti lokaliai šiame skyriuje.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-uses-british-sign-language-lip-reads	term	Uses British sign language/lip-reads		008-clinical-considerations-in-relation-to-diversity-and-equality	| Uses British sign language/lip-reads | Deaf, Deaf Mute |	asmuo, vartojantis gestų kalbą / skaitantis iš lūpų	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			JK `British sign language` lokalizuota į bendresnę LT suprantamą formą.
008-clinical-considerations-in-relation-to-diversity-and-equality-term-wheel-chair-user	term	Wheel-chair user		008-clinical-considerations-in-relation-to-diversity-and-equality	| Wheel-chair user | Confined to a wheelchair |	vežimėlio naudotojas	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Į asmenį orientuotos kalbos principo terminas; lokaliai šiame skyriuje.
009-conditions-requiring-specific-prehospital-clinical-management-acronym-abcd	acronym	ABCD		009-conditions-requiring-specific-prehospital-clinical-management	If any major <C>ABCD problems, refer to Medical Emergencies in Adults and Medical Emergencies in Children .		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
009-conditions-requiring-specific-prehospital-clinical-management-acronym-ad	acronym	AD	Autonomic dysreflexia	009-conditions-requiring-specific-prehospital-clinical-management	- This document aims to provide both guidance on conditions that are less frequently encountered in the out-of-hospital environment, and conditions that may require additional considerations further to the standard JRCALC guidance.		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
009-conditions-requiring-specific-prehospital-clinical-management-acronym-avoid	acronym	AVOID		009-conditions-requiring-specific-prehospital-clinical-management	- Avoid unnecessary procedures that may further irritate the airway.		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
009-conditions-requiring-specific-prehospital-clinical-management-acronym-basics	acronym	BASICS		009-conditions-requiring-specific-prehospital-clinical-management	Dr Lishel Horn. Consultant Haematologist. Haemophilia and Pre-Hospital Care . UK BASICS Conference.		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
009-conditions-requiring-specific-prehospital-clinical-management-acronym-bmj	acronym	BMJ		009-conditions-requiring-specific-prehospital-clinical-management	Guillain-Barre syndrome – Symptoms, diagnosis and treatment | BMJ Best Practice		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
009-conditions-requiring-specific-prehospital-clinical-management-acronym-bp	acronym	BP		009-conditions-requiring-specific-prehospital-clinical-management	- Significantly elevated BP with minimal or no symptoms (Silent Autonomic Dysreflexia).		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
009-conditions-requiring-specific-prehospital-clinical-management-acronym-bvm	acronym	BVM		009-conditions-requiring-specific-prehospital-clinical-management	- Lung volume recruitment (air stacking) may be indicated – patients may respond to a self-inflating manual ventilation bag. BVM.		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
009-conditions-requiring-specific-prehospital-clinical-management-acronym-cbrne	acronym	CBRNE		009-conditions-requiring-specific-prehospital-clinical-management	- Atropine (CBRNE only)		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
009-conditions-requiring-specific-prehospital-clinical-management-acronym-do	acronym	DO		009-conditions-requiring-specific-prehospital-clinical-management	- This document aims to provide both guidance on conditions that are less frequently encountered in the out-of-hospital environment, and conditions that may require additional considerations further to the standard JRCALC guidance.		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
009-conditions-requiring-specific-prehospital-clinical-management-acronym-gb	acronym	GB		009-conditions-requiring-specific-prehospital-clinical-management	Signs and symptoms of respiratory muscle fatigue in patients with GB:		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
009-conditions-requiring-specific-prehospital-clinical-management-acronym-girft	acronym	GIRFT		009-conditions-requiring-specific-prehospital-clinical-management	Use the GIRFT National Suspected Cauda Equina Syndrome Pathway to support decision making: https://girft-interactivepathways.org.uk/cauda-equina-1/		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
009-conditions-requiring-specific-prehospital-clinical-management-acronym-icu	acronym	ICU		009-conditions-requiring-specific-prehospital-clinical-management	- Bladder and bowel dysfunction This can range from difficulty in urinating, loss of bladder control (urinary retention or incontinence), to bowel incontinence.		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
009-conditions-requiring-specific-prehospital-clinical-management-acronym-important	acronym	IMPORTANT		009-conditions-requiring-specific-prehospital-clinical-management	- It is important to remember that patients experiencing chronic or rare diseases are often experts in their own condition. This knowledge should be respected and will often heavily influence your decision-making regarding both treatment and transportation decisions.		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
009-conditions-requiring-specific-prehospital-clinical-management-acronym-ix	acronym	IX		009-conditions-requiring-specific-prehospital-clinical-management	There are two main types: Haemophilia A, caused by a deficiency of clotting factor VIII, and Haemophilia B, caused by a deficiency of clotting factor IX. Regardless of type, the overall principles of management are the same for all bleeding disorders.		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
009-conditions-requiring-specific-prehospital-clinical-management-acronym-mg	acronym	MG	Myasthenia Gravis	009-conditions-requiring-specific-prehospital-clinical-management	Myasthenia Gravis (MG) is a rare autoimmune disorder resulting from binding of autoantibodies to components of the neuromuscular junction, most commonly the acetylcholine receptor. This leads to muscular weakness with excessive fatigue, which is worse on exercise and improves with rest.		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
009-conditions-requiring-specific-prehospital-clinical-management-acronym-mnd	acronym	MND	Motor Neurone Disease	009-conditions-requiring-specific-prehospital-clinical-management	Motor Neurone Disease (MND), also known as Amyotrophic Lateral Sclerosis (ALS), is a neurodegenerative condition that affects the brain and nerves. It causes weakness that worsens over time. The disease primarily impacts motor neurons, which are nerve cells responsible for controlling voluntary muscle activities like walking, speaking, breathing, and swallowing. As MND progresses, these neurons deteriorate and die, leading to muscle weakness and atrophy.		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
009-conditions-requiring-specific-prehospital-clinical-management-acronym-mscc	acronym	MSCC		009-conditions-requiring-specific-prehospital-clinical-management	Cancer that has spread to the spine is known as ‘spinal metastases’. Without treatment, spinal metastases can press on the spinal cord. This is called metastatic spinal cord compression (or MSCC). If it isn’t treated quickly, MSCC can lead to serious disability, including permanent paralysis.	navikinė nugaros smegenų kompresija	localization_only	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.		https://sam.lrv.lt/uploads/sam/documents/files/Veiklos_sritys/Asmens_sveikatos_prieziura/Metodiniai%20dokumentai/PLAU%C4%8CI%C5%B2%20V%C4%96%C5%BDYS.pdf	LT norminiuose onkologijos šaltiniuose vartojama forma `navikinė nugaros smegenų kompresija`; lokalizuoti tik šiame skyriuje, į shared akronimų bazę nepromuoti.
